ID,Study_Title,Document_Reference,Publication_year,Country_application,Spreading methods,Induced bank filtration,In-channel modifications,"Well, shaft, borehole recharge",Rainwater-runoff harvesting,Unspecified MAR type,Criteria_Group_1,Criteria_Group_2,Criteria_used_Original,Criteria_used_Modified,Criteria_weight,Criteria_importance_rank,Criteria_weights_assigment,Combination_rules,Constraint_mapping,Constraint_mapping_what,Sensitivity_Analysis,Water_Sorce
23,Site selection for managed aquifer recharge using fuzzy rules: Integrating geographical Information System (GIS) tools and multi-criteria decision making,"Malekmohammadi, 2012",2012,Iran,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Slope,Slope,0.2222,1,Rating method,"Fuzzy logic, WLC",Yes,Slope (>10%); Land use (all other land use except pasture),Yes,Stormwater/surface runoff
23,Site selection for managed aquifer recharge using fuzzy rules: Integrating geographical Information System (GIS) tools and multi-criteria decision making,"Malekmohammadi, 2012",2012,Iran,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Potential runoff,Potential runoff,0.1852,2,Rating method,"Fuzzy logic, WLC",Yes,Slope (>10%); Land use (all other land use except pasture),Yes,Stormwater/surface runoff
24,The Use of GIS and Google Earth for Preliminary Site Selection of Groundwater Recharge in the Azraq Oasis Area_Jordan,"Al-Adamat, 2012",2012,Jordan,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Land use/Land cover,Land use/ land cover,NA,NA,Boolean logic,Boolean logic,Yes,Slope (>2%); Drainage density (>1 km/km2); Lineament density (<1 km/km2); Area (>5 ha),No,Nonspecific
24,The Use of GIS and Google Earth for Preliminary Site Selection of Groundwater Recharge in the Azraq Oasis Area_Jordan,"Al-Adamat, 2012",2012,Jordan,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Slope,Slope,NA,NA,Boolean logic,Boolean logic,Yes,Slope (>2%); Drainage density (>1 km/km2); Lineament density (<1 km/km2); Area (>5 ha),No,Nonspecific
24,The Use of GIS and Google Earth for Preliminary Site Selection of Groundwater Recharge in the Azraq Oasis Area_Jordan,"Al-Adamat, 2012",2012,Jordan,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Lineament density,Lineament density,NA,NA,Boolean logic,Boolean logic,Yes,Slope (>2%); Drainage density (>1 km/km2); Lineament density (<1 km/km2); Area (>5 ha),No,Nonspecific
24,The Use of GIS and Google Earth for Preliminary Site Selection of Groundwater Recharge in the Azraq Oasis Area_Jordan,"Al-Adamat, 2012",2012,Jordan,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Drainage density,Drainage density/Drainage intensity,NA,NA,Boolean logic,Boolean logic,Yes,Slope (>2%); Drainage density (>1 km/km2); Lineament density (<1 km/km2); Area (>5 ha),No,Nonspecific
25,Land assessment for flood spreading site selection using geospatial information system,"Alesheikh, 2008",2008,Iran,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Alluvium thickness,Alluvium thickness,7,3,Rating method,"Fuzzy logic, WLC",Yes,Land use (all other areas except agricultural areas),Yes,Stormwater/surface runoff
25,Land assessment for flood spreading site selection using geospatial information system,"Alesheikh, 2008",2008,Iran,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Geology,Geology / Lithology,6,4,Rating method,"Fuzzy logic, WLC",Yes,Land use (all other areas except agricultural areas),Yes,Stormwater/surface runoff
25,Land assessment for flood spreading site selection using geospatial information system,"Alesheikh, 2008",2008,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Land use,Land use/ land cover,NA,NA,Rating method,"Fuzzy logic, WLC",Yes,Land use (all other areas except agricultural areas),Yes,Stormwater/surface runoff
25,Land assessment for flood spreading site selection using geospatial information system,"Alesheikh, 2008",2008,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Land capabilities,Land capabilities,6,4,Rating method,"Fuzzy logic, WLC",Yes,Land use (all other areas except agricultural areas),Yes,Stormwater/surface runoff
25,Land assessment for flood spreading site selection using geospatial information system,"Alesheikh, 2008",2008,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Slope,Slope,10,1,Rating method,"Fuzzy logic, WLC",Yes,Land use (all other areas except agricultural areas),Yes,Stormwater/surface runoff
25,Land assessment for flood spreading site selection using geospatial information system,"Alesheikh, 2008",2008,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Runoff Infiltration rate,Hydrological soils,8,2,Rating method,"Fuzzy logic, WLC",Yes,Land use (all other areas except agricultural areas),Yes,Stormwater/surface runoff
26,Groundwater Recharge Zone Mapping Using GIS-Based Multi-criteria Analysis: A Case Study in Central Tunisia (Maknassy Basin),"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Fractured outcrop,Fractured outcrop,1,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff
26,Groundwater Recharge Zone Mapping Using GIS-Based Multi-criteria Analysis: A Case Study in Central Tunisia (Maknassy Basin),"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Watershed limit /watershed areal extent,Watershed limit /watershed areal extent,NA,NA,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff
26,Groundwater Recharge Zone Mapping Using GIS-Based Multi-criteria Analysis: A Case Study in Central Tunisia (Maknassy Basin),"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Lithology,Geology / Lithology,1,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff
26,Groundwater Recharge Zone Mapping Using GIS-Based Multi-criteria Analysis: A Case Study in Central Tunisia (Maknassy Basin),"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Drainage,Presence of drainage,1,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff
26,Groundwater Recharge Zone Mapping Using GIS-Based Multi-criteria Analysis: A Case Study in Central Tunisia (Maknassy Basin),"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Lineament Density,Lineament density,1,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff
26,Groundwater Recharge Zone Mapping Using GIS-Based Multi-criteria Analysis: A Case Study in Central Tunisia (Maknassy Basin),"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Drainage density,Drainage density/Drainage intensity,1,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff
26,Groundwater Recharge Zone Mapping Using GIS-Based Multi-criteria Analysis: A Case Study in Central Tunisia (Maknassy Basin),"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Aquifer permeability,Aquifer permeability,1,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff
26,Groundwater Recharge Zone Mapping Using GIS-Based Multi-criteria Analysis: A Case Study in Central Tunisia (Maknassy Basin),"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Piezometry,Groundwater level,1,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff
27,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,Technical criteria,Surface characteristics,soil permeability,Hydrological soils,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific
27,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,Technical criteria,Aquifer characteristics,Depth to groundwater,Groundwater level,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific
27,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,Technical criteria,Surface characteristics,Land use/Land cover,Land use/ land cover,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific
27,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,Technical criteria,Surface characteristics,hydrogeomorphology,Geomorphology,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific
27,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,Technical criteria,Surface characteristics,Soil type,Soil type,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific
27,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,Technical criteria,Surface characteristics,Slope,Slope,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific
27,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,Technical criteria,Surface characteristics,Lineament density,Lineament density,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific
27,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,Technical criteria,Surface characteristics,Drainage network with drainage order,Drainage order number,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific
28,Karst and artificial recharge: Theoretical and practical problems. A preliminary approach to artificial recharge assessment,"Daher, 2011",2011,Lebanon,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Epikarst thickness,Epikarst thickness,0.6,1,Rating method,WLC,Yes,NA,No,Stormwater/surface runoff
28,Karst and artificial recharge: Theoretical and practical problems. A preliminary approach to artificial recharge assessment,"Daher, 2011",2011,Lebanon,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Degree of karsification,Degree of karsification,0.1,3,Rating method,WLC,Yes,NA,No,Stormwater/surface runoff
28,Karst and artificial recharge: Theoretical and practical problems. A preliminary approach to artificial recharge assessment,"Daher, 2011",2011,Lebanon,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Aquifer Rock type(Lithology),Geology / Lithology,0.2,2,Rating method,WLC,Yes,NA,No,Stormwater/surface runoff
28,Karst and artificial recharge: Theoretical and practical problems. A preliminary approach to artificial recharge assessment,"Daher, 2011",2011,Lebanon,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Ground surface infiltrating rate,Hydrological soils,0.1,3,Rating method,WLC,Yes,NA,No,Stormwater/surface runoff
29,"Integrating GIS and DSS for identification of suitable areas for artificial recharge, case study Meimeh Basin, Isfahan, Iran","Ghayoumian, 2004",2004,Iran,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,sediment thickness and aquifer table,Aquifer depth,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff
29,"Integrating GIS and DSS for identification of suitable areas for artificial recharge, case study Meimeh Basin, Isfahan, Iran","Ghayoumian, 2004",2004,Iran,Yes,No,No,No,No,No,Water quality,Groundwater quality,Electrical conductivity (source water),Groundwater quality - Electrical conductivity,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff
29,"Integrating GIS and DSS for identification of suitable areas for artificial recharge, case study Meimeh Basin, Isfahan, Iran","Ghayoumian, 2004",2004,Iran,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Transmissivity,Aquifer transmissivity,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff
29,"Integrating GIS and DSS for identification of suitable areas for artificial recharge, case study Meimeh Basin, Isfahan, Iran","Ghayoumian, 2004",2004,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Slope,Slope,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff
29,"Integrating GIS and DSS for identification of suitable areas for artificial recharge, case study Meimeh Basin, Isfahan, Iran","Ghayoumian, 2004",2004,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Infiltration rate,Hydrological soils,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff
30,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",2003,USA/Germany,No,No,No,Yes,No,No,Management criteria,Economic criteria,distance to infiltration well (flow path),Distance between water supply sources and MAR site,NA,NA,NA,NA,No,NA,No,Nonspecific
30,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",2003,USA/Germany,No,No,No,Yes,No,No,Technical criteria,Aquifer characteristics,Geology,Geology / Lithology,NA,NA,NA,NA,No,NA,No,Nonspecific
30,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",2003,USA/Germany,No,No,No,Yes,No,No,Water quality,Surface water quality,River water quality,River water quality,NA,NA,NA,NA,No,NA,No,Nonspecific
30,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",2003,USA/Germany,No,No,No,Yes,No,No,Technical criteria,Surface characteristics,Riverbed hydraulics,Riverbed hydraulics,NA,NA,NA,NA,No,NA,No,Nonspecific
30,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",2003,USA/Germany,No,No,No,Yes,No,No,Technical criteria,Surface characteristics,River bed hydraulic conductivity,River bed hydraulic conductivity,NA,NA,NA,NA,No,NA,No,Nonspecific
30,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",2003,USA/Germany,No,No,No,Yes,No,No,Management criteria,socio-environmental impact,Shipping and dredging uses,Shipping and dredging uses,NA,NA,NA,NA,No,NA,No,Nonspecific
30,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",2003,USA/Germany,No,No,No,Yes,No,No,Technical criteria,Surface characteristics,Flooding frequency,Flooding frequency,NA,NA,NA,NA,No,NA,No,Nonspecific
30,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",2003,USA/Germany,No,No,No,Yes,No,No,Technical criteria,Surface characteristics,River channel morphology,River channel morphology,NA,NA,NA,NA,No,NA,No,Nonspecific
30,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",2003,USA/Germany,No,No,No,Yes,No,No,Technical criteria,Aquifer characteristics,Aquifer thickness,Aquifer depth,NA,NA,NA,NA,No,NA,No,Nonspecific
30,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",2003,USA/Germany,No,No,No,Yes,No,No,Management criteria,Economic criteria,Distance between the well groups (well gallery),Distance between the well groups (well gallery),NA,NA,NA,NA,No,NA,No,Nonspecific
31,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",2013,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Physiography,Geomorphology,12,4,Rating method,WLC,No,NA,No,Stormwater/surface runoff
31,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",2013,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Effective soil depth,Soil depth,18,2,Rating method,WLC,No,NA,No,Stormwater/surface runoff
31,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",2013,India,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Geology,Geology / Lithology,14,3,Rating method,WLC,No,NA,No,Stormwater/surface runoff
31,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",2013,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Soil texture,Hydrological soils,6,6,Rating method,WLC,No,NA,No,Stormwater/surface runoff
31,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",2013,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Water holding capacity,Soil water holding capacity,18,2,Rating method,WLC,No,NA,No,Stormwater/surface runoff
31,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",2013,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Permeability,Hydrological soils,24,1,Rating method,WLC,No,NA,No,Stormwater/surface runoff
31,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",2013,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Drainage intensity,Drainage density/Drainage intensity,8,5,Rating method,WLC,No,NA,No,Stormwater/surface runoff
32,"Delineation of groundwater potential zones in Theni district, Tamil Nadu, using remote sensing, GIS and MIF techniques","Magesh, 2012",2012,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Lineament density,Lineament density,2,4,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
32,"Delineation of groundwater potential zones in Theni district, Tamil Nadu, using remote sensing, GIS and MIF techniques","Magesh, 2012",2012,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Land use/Land cover,Land use/ land cover,3.5,2,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
32,"Delineation of groundwater potential zones in Theni district, Tamil Nadu, using remote sensing, GIS and MIF techniques","Magesh, 2012",2012,India,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Lithology,Geology / Lithology,4,1,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
32,"Delineation of groundwater potential zones in Theni district, Tamil Nadu, using remote sensing, GIS and MIF techniques","Magesh, 2012",2012,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Drainage density,Drainage density/Drainage intensity,1.5,5,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
32,"Delineation of groundwater potential zones in Theni district, Tamil Nadu, using remote sensing, GIS and MIF techniques","Magesh, 2012",2012,India,No,No,No,No,No,Yes,Environmental criteria,Environmental criteria,Rainfall,Rainfall,1.5,5,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
32,"Delineation of groundwater potential zones in Theni district, Tamil Nadu, using remote sensing, GIS and MIF techniques","Magesh, 2012",2012,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Soil type,Soil type,1,6,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
32,"Delineation of groundwater potential zones in Theni district, Tamil Nadu, using remote sensing, GIS and MIF techniques","Magesh, 2012",2012,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Slope,Slope,2.5,3,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
33,Assessment of Managed Aquifer Recharge Site Suitability Using a GIS and Modeling,"Russo, 2014",2014,USA,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Surficial geology,Geology / Lithology,13.1,2,Rating method,WLC,No,NA,No,Nonspecific
33,Assessment of Managed Aquifer Recharge Site Suitability Using a GIS and Modeling,"Russo, 2014",2014,USA,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Soil infiltration capacity,Hydrological soils,11.1,3,Rating method,WLC,No,NA,No,Nonspecific
33,Assessment of Managed Aquifer Recharge Site Suitability Using a GIS and Modeling,"Russo, 2014",2014,USA,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Land use,Land use/ land cover,5.2,5,Rating method,WLC,No,NA,No,Nonspecific
33,Assessment of Managed Aquifer Recharge Site Suitability Using a GIS and Modeling,"Russo, 2014",2014,USA,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Elevation (topographic slope),Slope,5.2,5,Rating method,WLC,No,NA,No,Nonspecific
33,Assessment of Managed Aquifer Recharge Site Suitability Using a GIS and Modeling,"Russo, 2014",2014,USA,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Aquifer Thickness,Aquifer depth,13.1,2,Rating method,WLC,No,NA,No,Nonspecific
33,Assessment of Managed Aquifer Recharge Site Suitability Using a GIS and Modeling,"Russo, 2014",2014,USA,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Aquifer hydraulic conductivity,Aquifer hydraulic conductivity,13.1,2,Rating method,WLC,No,NA,No,Nonspecific
33,Assessment of Managed Aquifer Recharge Site Suitability Using a GIS and Modeling,"Russo, 2014",2014,USA,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Aquifer storability,Aquifer storage capacity,16.3,1,Rating method,WLC,No,NA,No,Nonspecific
33,Assessment of Managed Aquifer Recharge Site Suitability Using a GIS and Modeling,"Russo, 2014",2014,USA,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Vadose zone thickness,Soil depth,16.3,1,Rating method,WLC,No,NA,No,Nonspecific
33,Assessment of Managed Aquifer Recharge Site Suitability Using a GIS and Modeling,"Russo, 2014",2014,USA,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Historical changes in water table elevation,Water table level fluctuation,6.5,4,Rating method,WLC,No,NA,No,Nonspecific
34,"A GIS-based approach for identifying potential runoff harvesting sites in the Thukela River basin, South Africa","Winnaar, 2007",2007,South Africa,No,No,No,No,Yes,No,Technical criteria,Surface characteristics,Slope,Slope,NA,NA,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
34,"A GIS-based approach for identifying potential runoff harvesting sites in the Thukela River basin, South Africa","Winnaar, 2007",2007,South Africa,No,No,No,No,Yes,No,Technical criteria,Surface characteristics,Land use (use for SCS curve numbers),Land use/ land cover,NA,NA,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
34,"A GIS-based approach for identifying potential runoff harvesting sites in the Thukela River basin, South Africa","Winnaar, 2007",2007,South Africa,No,No,No,No,Yes,No,Technical criteria,Surface characteristics,hydrological soil group (soil texture) (use for SCS curve numbers),Hydrological soils,NA,NA,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
34,"A GIS-based approach for identifying potential runoff harvesting sites in the Thukela River basin, South Africa","Winnaar, 2007",2007,South Africa,No,No,No,No,Yes,No,Management criteria,Socio-environmental impact,Distance to homes,Distance to urban areas,NA,NA,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
34,"A GIS-based approach for identifying potential runoff harvesting sites in the Thukela River basin, South Africa","Winnaar, 2007",2007,South Africa,No,No,No,No,Yes,No,Management criteria,Socio-environmental impact,Distance to crops,Distance to crops,NA,NA,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
35,"Application of remote sensing and GIS for delineating groundwater recharge potential zones of Kovilpatti Municipality, Tamil Nadu using IF technique","Selvam, 2016",2016,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Drainage density,Drainage density/Drainage intensity,4,4,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
35,"Application of remote sensing and GIS for delineating groundwater recharge potential zones of Kovilpatti Municipality, Tamil Nadu using IF technique","Selvam, 2016",2016,India,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Geology,Geology / Lithology,10,1,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
35,"Application of remote sensing and GIS for delineating groundwater recharge potential zones of Kovilpatti Municipality, Tamil Nadu using IF technique","Selvam, 2016",2016,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Slope,Slope,5,3,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
35,"Application of remote sensing and GIS for delineating groundwater recharge potential zones of Kovilpatti Municipality, Tamil Nadu using IF technique","Selvam, 2016",2016,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Soil texture,Hydrological soils,3,5,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
35,"Application of remote sensing and GIS for delineating groundwater recharge potential zones of Kovilpatti Municipality, Tamil Nadu using IF technique","Selvam, 2016",2016,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Land use,Land use/ land cover,8,2,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
35,"Application of remote sensing and GIS for delineating groundwater recharge potential zones of Kovilpatti Municipality, Tamil Nadu using IF technique","Selvam, 2016",2016,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Lineament density,Lineament density,4,3,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
36,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",2015,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Lineament density,Lineament density,4,3,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
36,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",2015,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Land use,Land use/ land cover,8,1,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
36,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",2015,India,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Lithology,Geology / Lithology,8,2,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
36,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",2015,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Drainage density,Drainage density/Drainage intensity,3,5,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
36,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",2015,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Slope,Slope,5,4,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
36,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",2015,India,No,No,No,No,No,Yes,Environmental criteria,Environmental criteria,Annual rainfall,Rainfall,3,6,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
36,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",2015,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Soil texture,Hydrological soils,1,7,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
37,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Lithology,Geology / Lithology,7,4,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff
37,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Geomorphology,Geomorphology,6,5,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff
37,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Land use/Land cover,Land use/ land cover,5,5,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff
37,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Soil texture,Hydrological soils,4,6,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff
